Lake,Year,Author,Station,Depth m,Depth zones,Basin,Latitude,Longitude,Density D. polymorpha ind m-2 ,Density D. r. bugensis ind m-2,Density all Dreissena ind m-2,Biomass D. polymorpha gAFDTW/m2,Biomass D. r. bugensis gAFDTW/m2,Biomass all Dreissena gAFDTW/m2
Michigan,2000,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,WI3,45,31-50,excluding Green Bay,45.2475,-86.83,0,0,0,0,0,0
Michigan,2000,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,WI5,80,51-90,excluding Green Bay,45.2475,-86.63667,0,0,0,0,0,0
Michigan,2000,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,X1,36,31-50,excluding Green Bay,43.1375,-86.36167,5719.14,0,5719.14,4.06059,0,4.06059
Michigan,2000,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,X2,93,>90,excluding Green Bay,43.2,-86.51667,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9552,86,51-90,excluding Green Bay,43.185,-87.209,0,14.28,14.28,0,0.0254,0.0254
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9554,114,>90,excluding Green Bay,43.238,-86.887,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9556,71,51-90,excluding Green Bay,43.305,-87.772,7.14,2170.56,2177.7,0.05276,3.8636,3.91636
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9562,129,>90,excluding Green Bay,43.5,-87.617,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9564,140,>90,excluding Green Bay,43.601,-87.341,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9574,148,>90,excluding Green Bay,44.068,-87.147,0,7.14,7.14,0,0.0383,0.0383
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9576,175,>90,excluding Green Bay,44.151,-86.621,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9577,63,51-90,excluding Green Bay,44.243,-87.374,0,11109.84,11109.84,0,19.7755,19.7755
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9582,128,>90,excluding Green Bay,44.408,-86.369,7.14,21.42,28.56,0.05276,0.0381,0.09086
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,9597,164,>90,excluding Green Bay,44.972,-86.37,0,7.14,7.14,0,0.0383,0.0383
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,74880,23,0-30,excluding Green Bay,45.909,-85.025,14.28,1370.88,1385.16,0.0397,1.9878,2.0275
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,74900,55,51-90,excluding Green Bay,45.44567,-85.22183,0,7975.38,7975.38,0,14.1962,14.1962
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,76442,20,0-30,excluding Green Bay,46.001,-85.41,28.56,2905.98,2934.54,0.0794,4.2137,4.2931
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,76451,17,0-30,excluding Green Bay,45.72267,-85.3315,1767.15,8771.49,10538.64,4.91268,12.7187,17.63138
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,76462,55,51-90,excluding Green Bay,45.535,-85.636,0,20363.28,20363.28,0,36.2466,36.2466
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,76471,32,31-50,excluding Green Bay,45.242,-85.556,1342.32,81167.52,82509.84,3.12761,130.6797,133.80731
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,76482,28,0-30,excluding Green Bay,45.069,-85.857,114.24,38727.36,38841.6,0.31759,56.1547,56.47229
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,78030,35,31-50,excluding Green Bay,45.812,-85.718,421.26,22348.2,22769.46,0.98154,35.9806,36.96214
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,78110,30,0-30,excluding Green Bay,43.944,-86.57867,371.28,15508.08,15879.36,1.03216,22.4867,23.51886
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,79612,21,0-30,excluding Green Bay,45.9,-86.10533,0,99.96,99.96,0,0.1449,0.1449
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,81220,39,31-50,excluding Green Bay,45.71,-86.409,0,30873.36,30873.36,0,49.7061,49.7061
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,81240,57,51-90,excluding Green Bay,45.2475,-86.6685,0,25239.9,25239.9,0,44.927,44.927
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,82851,81,51-90,excluding Green Bay,45.05017,-86.92267,0,9639,9639,0,17.1574,17.1574
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,82862,12,0-30,excluding Green Bay,44.85733,-87.19,0,14.28,14.28,0,0.0207,0.0207
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,82882,60,51-90,excluding Green Bay,44.38833,-87.42333,28.56,12030.9,12059.46,0.0794,21.415,21.4944
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,82902,40,31-50,excluding Green Bay,43.91817,-87.624,599.76,9389.1,9988.86,0.20135,17.9765,18.17785
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,82922,8,0-30,excluding Green Bay,43.447,-87.809,57.12,85.68,142.8,0.15879,0.1242,0.28299
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,A1,18,0-30,excluding Green Bay,42.10833,-86.53333,0,21.42,21.42,0,0.0311,0.0311
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,A2,35,31-50,excluding Green Bay,42.1,-86.61667,0,649.74,649.74,0,1.0461,1.0461
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,A4,74,51-90,excluding Green Bay,42.05833,-87.10833,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B2,47,31-50,excluding Green Bay,42.4,-86.45,157.08,8974.98,9132.06,0.366,14.4497,14.8157
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B3,68,51-90,excluding Green Bay,42.4,-86.59167,0,28.56,28.56,0,0.0508,0.0508
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B4,129,>90,excluding Green Bay,42.39167,-87.01667,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B5,108,>90,excluding Green Bay,42.39167,-87.35,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B6,83,51-90,excluding Green Bay,42.375,-87.5,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,B7,45,31-50,excluding Green Bay,42.36667,-87.66667,49.98,1863.54,1913.52,0.11645,3.0003,3.11675
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C1,20,0-30,excluding Green Bay,42.82783,-86.24717,0,1777.86,1777.86,0,0.9039,0.9039
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C2,46,31-50,excluding Green Bay,42.82783,-86.30233,49.98,10260.18,10310.16,0.10966,55.6931,55.80276
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C3,77,51-90,excluding Green Bay,42.8195,-86.47367,0,2841.72,2841.72,0,7.3521,7.3521
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C45,45,31-50,excluding Green Bay,42.15933,-87.50333,178.5,3555.72,3734.22,0.41591,5.7247,6.14061
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C5,129,>90,excluding Green Bay,42.81667,-86.83333,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C6,93,>90,excluding Green Bay,42.7945,-87.44717,0,49.98,49.98,0,0.089,0.089
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,C7,55,51-90,excluding Green Bay,42.79167,-87.575,0,428.4,428.4,0,0.7626,0.7626
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,E1,44,31-50,excluding Green Bay,44.625,-86.30333,1056.72,27103.44,28160.16,2.46216,43.6365,46.09866
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,EA7,43,31-50,excluding Green Bay,45.28,-85.43667,314.16,2898.84,3213,0.73199,4.6671,5.39909
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,EG12,56,51-90,excluding Green Bay,42.37833,-87.61667,14.28,1470.84,1485.12,0.10553,2.6181,2.72363
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,EG14,95,>90,excluding Green Bay,42.37833,-86.775,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,EG18,57,51-90,excluding Green Bay,42.29333,-86.64283,0,35.7,35.7,0,0.0635,0.0635
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,EG22,45,31-50,excluding Green Bay,43.10333,-86.36667,278.46,7140,7418.46,0.64881,11.4954,12.14421
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,F2,45,31-50,excluding Green Bay,42.50083,-86.36433,64.26,1699.32,1763.58,0.14973,2.7359,2.88563
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,F3,72,51-90,excluding Green Bay,42.50167,-86.525,0,4876.62,4876.62,0,8.6804,8.6804
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,FR1,20,0-30,excluding Green Bay,44.81667,-86.13933,149.94,2777.46,2927.4,0.64147,8.4886,9.13007
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,FR2,30,0-30,excluding Green Bay,44.81667,-86.15517,771.12,31758.72,32529.84,4.06503,54.6398,58.70483
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,FR3,45,31-50,excluding Green Bay,44.81667,-86.16883,114.24,27046.32,27160.56,1.47067,30.9276,32.39827
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,FR4,60,51-90,excluding Green Bay,44.81667,-86.1845,49.98,9089.22,9139.2,0.79622,25.195,25.99122
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,FR5,80,51-90,excluding Green Bay,44.81667,-86.19617,128.52,8846.46,8974.98,0.62759,23.2311,23.85869
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,G45,45,31-50,excluding Green Bay,41.94933,-87.224,1685.04,15108.24,16793.28,3.92614,24.3243,28.25044
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,H11,73,51-90,excluding Green Bay,42.55417,-87.59717,0,0,0,0,0,0
Michigan,2005,Nalepa T. F. D. L. Fanslow G. A. Lang K. Mabrey and M. Rowe. 2014.  Lake-wide benthic surveys in Lake Michigan in 1994-95 2000 2005 and 2010: Abundances of the amphipod Diporea spp. and abundances and biomass of the mussels Dreissena polymorpha and Dreissena rostriformis bugensis. NOAA Technical Memorandum GLERL-164.,H13,19,0-30,excluding Green Bay,41.92633,-87.49033,14.28,7.14,21.42,0.09546,0.0064,0.10186
